credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
791,105,mastercard,75000,9123,2024-06-13,2024-07-13,Overdue,0.12,2221428134790080,Axis Bank
792,105,mastercard,50000,32394,2024-08-27,2024-09-26,Overdue,0.65,2435074943629655,ICICI
793,1533,visa,30000,26772,2024-09-29,2024-10-29,Paid,0.89,4507804489004262,Bank of Maharashtra
794,1533,visa,500000,76926,2024-01-06,2024-02-05,Overdue,0.15,4051272195120717,Punjab National Bank
795,1319,mastercard,150000,76415,2024-04-06,2024-05-06,Pending,0.51,2278709282694915,Andhra Bank
796,567,mastercard,30000,6739,2024-01-26,2024-02-25,Overdue,0.22,5424144927289952,Canara Bank
797,567,mastercard,200000,178142,2024-09-06,2024-10-06,Pending,0.89,5194348609202971,Central Bank of India
798,567,mastercard,20000,19094,2024-01-04,2024-02-03,Paid,0.95,2715770303665814,Andhra Bank
799,91,mastercard,25000,9639,2024-03-07,2024-04-06,Paid,0.39,2262358058943243,Bank of India
800,91,visa,15000,11523,2024-01-23,2024-02-22,Overdue,0.77,4207507290310942,Bank of India
801,8,visa,40000,2043,2024-07-10,2024-08-09,Paid,0.05,4528251200000267,Central Bank of India
802,684,mastercard,300000,166790,2024-01-30,2024-02-29,Overdue,0.56,5177416597842859,Union Bank of India
803,684,mastercard,75000,57041,2024-04-28,2024-05-28,Overdue,0.76,5278520411973382,Kotak Mahindra
804,684,visa,100000,18228,2024-11-03,2024-12-03,Paid,0.18,4858485631750146,Federal Bank
805,268,mastercard,50000,27343,2024-07-13,2024-08-12,Paid,0.55,2240194458669386,Indian Bank
806,268,visa,25000,380,2024-01-03,2024-02-02,Paid,0.02,4767222362232105,HDFC
807,268,discover,400000,255171,2024-04-09,2024-05-09,Overdue,0.64,6574478726085187,Central Bank of India
808,537,visa,20000,4496,2024-11-12,2024-12-12,Overdue,0.22,4013942378043434,Central Bank of India
809,1421,mastercard,500000,364584,2024-04-28,2024-05-28,Overdue,0.73,5109522046140184,Central Bank of India
810,1421,visa,100000,66770,2024-05-13,2024-06-12,Pending,0.67,4926877141527212,Federal Bank
811,1421,amex,75000,46570,2024-08-18,2024-09-17,Paid,0.62,3.41468E+14,Bank of Baroda
812,905,mastercard,200000,1947,2024-11-10,2024-12-10,Overdue,0.01,5332980749891215,Bajaj Finserv
813,905,visa,400000,263050,2024-01-25,2024-02-24,Pending,0.66,4295159749169579,Central Bank of India
814,1130,mastercard,15000,620,2024-05-28,2024-06-27,Overdue,0.04,2352739339552609,Bajaj Finserv
815,876,mastercard,20000,19014,2024-05-22,2024-06-21,Pending,0.95,2241238951765966,SBI
816,876,visa,400000,383408,2024-04-27,2024-05-27,Overdue,0.96,4010253613235485,IDFC First Bank
817,876,amex,150000,20508,2024-05-25,2024-06-24,Overdue,0.14,3.4018E+14,Andhra Bank
818,1149,visa,30000,15481,2024-10-24,2024-11-23,Overdue,0.52,4896907557667222,SBI
819,1149,mastercard,200000,13834,2024-03-28,2024-04-27,Pending,0.07,2253520408838099,Federal Bank
820,1149,discover,100000,59511,2024-04-06,2024-05-06,Overdue,0.6,6551224685776227,Bajaj Finserv
821,1225,mastercard,75000,46257,2024-03-19,2024-04-18,Pending,0.62,2273290374692674,Indian Bank
822,1225,visa,15000,11387,2024-02-25,2024-03-26,Overdue,0.76,4081162619623988,Indian Bank
823,1225,rupay,500000,295544,2024-04-16,2024-05-16,Pending,0.59,6.27918E+13,Bajaj Finserv
824,1389,visa,200000,13531,2024-08-24,2024-09-23,Overdue,0.07,4414342668465824,Indian Bank
825,1389,visa,40000,31769,2024-07-10,2024-08-09,Paid,0.79,4191998739502975,Punjab National Bank
826,1389,visa,500000,145672,2024-06-29,2024-07-29,Pending,0.29,4348066063862845,Punjab National Bank
827,1299,mastercard,40000,16839,2024-06-01,2024-07-01,Paid,0.42,2293922494727404,Axis Bank
828,1299,visa,200000,193715,2024-01-23,2024-02-22,Paid,0.97,4635318721952571,IDBI Bank
829,1299,amex,500000,91959,2024-07-14,2024-08-13,Pending,0.18,3.74113E+14,Yes Bank
830,306,mastercard,25000,17281,2024-05-28,2024-06-27,Paid,0.69,2631007704069580,Canara Bank
831,1118,visa,25000,19514,2024-07-17,2024-08-16,Paid,0.78,4566566121270126,Bajaj Finserv
832,1118,mastercard,500000,200889,2024-05-27,2024-06-26,Paid,0.4,2718380282336580,IDBI Bank
833,74,visa,30000,18931,2024-06-18,2024-07-18,Overdue,0.63,4369868212465105,Bank of India
834,74,visa,300000,138619,2024-08-29,2024-09-28,Paid,0.46,4812860413385797,ICICI
835,1212,visa,100000,52264,2024-08-19,2024-09-18,Pending,0.52,4185545775566436,Indian Bank
836,1132,mastercard,400000,394488,2024-10-19,2024-11-18,Overdue,0.99,2720214497796708,Yes Bank
837,1132,mastercard,300000,204509,2024-02-11,2024-03-12,Pending,0.68,2254071377131768,IDFC First Bank
838,1132,visa,150000,113962,2024-04-08,2024-05-08,Paid,0.76,4443045359027028,Indian Bank
839,304,mastercard,75000,41377,2024-03-29,2024-04-28,Overdue,0.55,2273089820277712,ICICI
840,304,visa,150000,92753,2024-04-13,2024-05-13,Pending,0.62,4173070569272533,Andhra Bank
841,881,mastercard,50000,17716,2024-05-12,2024-06-11,Pending,0.35,5578953540063386,Axis Bank
842,881,mastercard,300000,205077,2024-03-09,2024-04-08,Pending,0.68,2292073668640832,Yes Bank
843,262,visa,150000,88449,2024-01-31,2024-03-01,Overdue,0.59,4523669798690071,Bank of Baroda
844,262,mastercard,150000,2772,2024-01-18,2024-02-17,Overdue,0.02,5236809006119134,HDFC
845,86,visa,15000,6737,2024-08-05,2024-09-04,Paid,0.45,4908566208345913,RBL Bank
846,86,visa,300000,233802,2024-09-15,2024-10-15,Pending,0.78,4472456389326799,Yes Bank
847,86,mastercard,40000,12653,2024-04-13,2024-05-13,Paid,0.32,5363097074688991,HDFC
848,632,visa,15000,9734,2024-06-15,2024-07-15,Overdue,0.65,4799493873842680,Kotak Mahindra
849,747,visa,400000,62902,2024-09-03,2024-10-03,Paid,0.16,4700785637036493,Andhra Bank
850,747,visa,75000,74195,2024-08-22,2024-09-21,Paid,0.99,4955606424776640,Axis Bank
851,1369,visa,40000,19304,2024-05-14,2024-06-13,Pending,0.48,4502392397190691,SBI
852,733,mastercard,40000,27982,2024-02-18,2024-03-19,Overdue,0.7,2702675482851017,Canara Bank
853,733,mastercard,25000,2424,2024-05-05,2024-06-04,Pending,0.1,2707759431477002,ICICI
854,431,mastercard,75000,43601,2024-01-04,2024-02-03,Paid,0.58,2526918717807758,IDFC First Bank
855,1300,mastercard,25000,14436,2024-01-16,2024-02-15,Paid,0.58,2252638781250582,Bajaj Finserv
856,1300,visa,200000,102926,2024-03-13,2024-04-12,Paid,0.51,4712599897136117,Bajaj Finserv
857,1300,discover,25000,17715,2024-06-16,2024-07-16,Pending,0.71,6011054176202449,Kotak Mahindra
858,211,visa,100000,93768,2024-04-18,2024-05-18,Pending,0.94,4387937800489443,Axis Bank
859,211,visa,20000,2307,2024-02-09,2024-03-10,Overdue,0.12,4401100963785097,IDFC First Bank
860,211,mastercard,15000,14688,2024-07-08,2024-08-07,Pending,0.98,2715045048679663,Punjab National Bank
861,725,visa,15000,10888,2024-02-23,2024-03-24,Pending,0.73,4653636130563565,IDFC First Bank
862,725,visa,400000,172926,2024-04-25,2024-05-25,Pending,0.43,4117838149665817,Bank of Maharashtra
863,725,visa,150000,128628,2024-10-02,2024-11-01,Pending,0.86,4902518992906844,Central Bank of India
864,1147,mastercard,400000,36752,2024-03-29,2024-04-28,Overdue,0.09,2720397104689687,Yes Bank
865,1289,visa,75000,63185,2024-08-09,2024-09-08,Paid,0.84,4699256891951564,Bank of Maharashtra
866,1289,mastercard,50000,44684,2024-10-10,2024-11-09,Pending,0.89,2279695189882654,Union Bank of India
867,1289,discover,300000,47535,2024-11-11,2024-12-11,Pending,0.16,6530996298630695,Federal Bank
868,317,mastercard,20000,15061,2024-01-11,2024-02-10,Pending,0.75,2718907427359935,Kotak Mahindra
869,317,visa,150000,10310,2024-08-16,2024-09-15,Pending,0.07,4443878182854550,Kotak Mahindra
870,317,amex,400000,204527,2024-06-23,2024-07-23,Paid,0.51,3.7928E+14,Bank of India
871,1291,mastercard,20000,14351,2024-03-28,2024-04-27,Overdue,0.72,2720049431396375,Kotak Mahindra
872,1291,visa,15000,3163,2024-01-18,2024-02-17,Paid,0.21,4136018257987116,Bank of Maharashtra
873,333,visa,100000,50956,2024-10-31,2024-11-30,Paid,0.51,4234813075347274,Federal Bank
874,363,mastercard,100000,69984,2024-01-10,2024-02-09,Pending,0.7,2246331499391661,HDFC
875,845,visa,50000,3673,2024-08-07,2024-09-06,Pending,0.07,4756655235434700,ICICI
876,845,mastercard,20000,6936,2024-04-22,2024-05-22,Overdue,0.35,2223505403620359,RBL Bank
877,51,mastercard,300000,281312,2024-08-09,2024-09-08,Paid,0.94,5303474539601286,Bank of Maharashtra
878,51,visa,20000,1208,2024-10-29,2024-11-28,Overdue,0.06,4569396690525875,Punjab National Bank
879,51,amex,300000,9994,2024-08-11,2024-09-10,Pending,0.03,3.78453E+14,Andhra Bank
880,368,visa,30000,22980,2024-10-21,2024-11-20,Overdue,0.77,4465780367199186,Punjab National Bank
881,368,visa,25000,20731,2024-05-09,2024-06-08,Paid,0.83,4037347701515110,Indian Bank
882,681,visa,100000,80114,2024-05-05,2024-06-04,Paid,0.8,4913578802407166,Bank of Maharashtra
883,681,visa,20000,3741,2024-04-15,2024-05-15,Pending,0.19,4029981904794385,Andhra Bank
884,681,visa,20000,6640,2024-02-17,2024-03-18,Pending,0.33,4399131472877053,Canara Bank
885,844,mastercard,50000,7916,2024-09-09,2024-10-09,Overdue,0.16,5377168737191840,Bank of Maharashtra
886,509,visa,50000,13974,2024-01-27,2024-02-26,Paid,0.28,4266214340300373,Bank of Maharashtra
887,509,visa,50000,4143,2024-10-13,2024-11-12,Paid,0.08,4520429796061160,IDFC First Bank
888,509,visa,500000,217660,2024-08-16,2024-09-15,Paid,0.44,4605759383393495,Bank of India
889,1419,visa,100000,31934,2024-01-10,2024-02-09,Overdue,0.32,4308118070212650,ICICI
890,1419,visa,20000,12325,2024-07-05,2024-08-04,Paid,0.62,4963404459722667,HDFC
891,1542,mastercard,20000,208,2024-10-21,2024-11-20,Paid,0.01,5461260298691776,Bank of Baroda
892,1542,visa,400000,341707,2024-02-15,2024-03-16,Overdue,0.85,4542402847405425,Indian Bank
893,1542,amex,400000,249567,2024-10-19,2024-11-18,Overdue,0.62,3.45096E+14,Punjab National Bank
894,222,visa,25000,20965,2024-08-03,2024-09-02,Pending,0.84,4734979510798861,RBL Bank
895,222,mastercard,75000,31359,2024-04-25,2024-05-25,Paid,0.42,2256921615505181,Andhra Bank
896,784,visa,200000,47186,2024-10-18,2024-11-17,Overdue,0.24,4338191103014405,Bajaj Finserv
897,784,visa,300000,157915,2024-04-29,2024-05-29,Pending,0.53,4809587605312322,Central Bank of India
898,784,visa,150000,61771,2024-10-06,2024-11-05,Paid,0.41,4219553958719103,Axis Bank
899,80,visa,200000,94870,2024-07-12,2024-08-11,Overdue,0.47,4075733029261565,RBL Bank
900,964,visa,100000,82111,2024-03-21,2024-04-20,Overdue,0.82,4847186761995394,Kotak Mahindra
901,456,mastercard,15000,3173,2024-07-06,2024-08-05,Paid,0.21,2711891243060975,Punjab National Bank
902,409,mastercard,100000,23111,2024-05-20,2024-06-19,Paid,0.23,2700415349642909,ICICI
903,409,visa,300000,190942,2024-09-16,2024-10-16,Pending,0.64,4101687521752125,Kotak Mahindra
904,409,amex,40000,21908,2024-08-10,2024-09-09,Overdue,0.55,3.77053E+14,IDBI Bank
905,943,visa,20000,1718,2024-01-03,2024-02-02,Overdue,0.09,4417784646648624,Bank of Baroda
906,943,visa,500000,15238,2024-01-18,2024-02-17,Pending,0.03,4146748390159821,RBL Bank
907,717,visa,20000,7710,2024-09-20,2024-10-20,Overdue,0.39,4820208660854372,IDBI Bank
908,626,mastercard,75000,26050,2024-08-17,2024-09-16,Overdue,0.35,5588850348650653,Canara Bank
909,626,visa,500000,57741,2024-07-25,2024-08-24,Pending,0.12,4427331531858419,Yes Bank
910,1508,visa,30000,24174,2024-01-25,2024-02-24,Pending,0.81,4087488209599443,Kotak Mahindra
911,457,mastercard,30000,2409,2024-03-06,2024-04-05,Pending,0.08,2552994129916732,Bank of Maharashtra
912,49,mastercard,15000,14589,2024-11-05,2024-12-05,Pending,0.97,2642613006574339,Punjab National Bank
913,396,visa,200000,119273,2024-09-22,2024-10-22,Paid,0.6,4074236398322068,Union Bank of India
914,817,mastercard,25000,14999,2024-09-30,2024-10-30,Overdue,0.6,5296748499149173,Kotak Mahindra
915,817,mastercard,40000,13252,2024-09-16,2024-10-16,Pending,0.33,2558034342058121,Punjab National Bank
916,673,visa,400000,298144,2024-03-07,2024-04-06,Paid,0.75,4070773212725062,IDFC First Bank
917,673,visa,20000,15254,2024-02-25,2024-03-26,Pending,0.76,4659402256952254,Central Bank of India
918,1500,visa,500000,180132,2024-06-10,2024-07-10,Paid,0.36,4222569292598149,Indian Bank
919,1500,visa,500000,416581,2024-05-22,2024-06-21,Overdue,0.83,4908557492694439,Andhra Bank
920,1500,visa,200000,144901,2024-03-18,2024-04-17,Paid,0.72,4452444031534295,SBI
921,1511,mastercard,150000,128244,2024-07-02,2024-08-01,Paid,0.85,2720315504368199,Bank of Maharashtra
922,1511,mastercard,100000,36591,2024-02-23,2024-03-24,Paid,0.37,5253214121136048,Central Bank of India
923,572,visa,30000,10724,2024-01-18,2024-02-17,Pending,0.36,4809003372016005,Bank of Maharashtra
924,572,visa,200000,39051,2024-05-28,2024-06-27,Overdue,0.2,4696987766739519,HDFC
925,572,mastercard,15000,656,2024-04-16,2024-05-16,Pending,0.04,2703679734872903,RBL Bank
926,720,visa,75000,69615,2024-02-01,2024-03-02,Pending,0.93,4396098071245482,Bajaj Finserv
927,720,visa,100000,64918,2024-10-05,2024-11-04,Paid,0.65,4701689214884086,SBI
928,1512,visa,400000,383666,2024-07-21,2024-08-20,Pending,0.96,4229573621763369,Kotak Mahindra
929,1512,visa,50000,19384,2024-02-12,2024-03-13,Paid,0.39,4067978786999085,SBI
930,819,visa,100000,87691,2024-04-27,2024-05-27,Pending,0.88,4202316045813431,Bank of Baroda
931,1307,mastercard,200000,195896,2024-06-04,2024-07-04,Overdue,0.98,2235259028916786,HDFC
932,1307,mastercard,100000,18169,2024-04-28,2024-05-28,Overdue,0.18,2705858907541259,Union Bank of India
933,1307,visa,500000,456944,2024-09-03,2024-10-03,Pending,0.91,4958273235913255,IDBI Bank
934,679,visa,300000,37066,2024-05-13,2024-06-12,Pending,0.12,4778931555359775,Canara Bank
935,57,visa,40000,27911,2024-04-04,2024-05-04,Pending,0.7,4998856980962519,Andhra Bank
936,57,visa,500000,358961,2024-06-16,2024-07-16,Paid,0.72,4003956855034643,Andhra Bank
937,1199,mastercard,400000,28737,2024-06-15,2024-07-15,Overdue,0.07,2267140019668811,Bank of India
938,1199,visa,20000,12548,2024-07-15,2024-08-14,Pending,0.63,4513064372551471,IDBI Bank
939,1236,visa,50000,24014,2024-07-09,2024-08-08,Paid,0.48,4671089335613538,Federal Bank
940,1408,visa,150000,53664,2024-05-12,2024-06-11,Paid,0.36,4706491295154728,Canara Bank
941,1408,visa,150000,29768,2024-01-13,2024-02-12,Overdue,0.2,4882796435952039,Bajaj Finserv
942,1408,visa,500000,390603,2024-05-27,2024-06-26,Paid,0.78,4584404502581283,Canara Bank
943,1217,mastercard,40000,33001,2024-03-09,2024-04-08,Overdue,0.83,2592687633323518,Central Bank of India
944,1217,mastercard,15000,1038,2024-07-31,2024-08-30,Pending,0.07,2555927391112751,Bank of India
945,79,mastercard,100000,65726,2024-10-11,2024-11-10,Overdue,0.66,2244112033579207,Axis Bank
946,79,mastercard,400000,278871,2024-05-06,2024-06-05,Overdue,0.7,2375953916190724,Federal Bank
947,223,mastercard,100000,81389,2024-10-22,2024-11-21,Pending,0.81,2720349681374563,SBI
948,890,visa,100000,11443,2024-03-21,2024-04-20,Paid,0.11,4427793564434105,Union Bank of India
949,890,visa,40000,5042,2024-04-23,2024-05-23,Paid,0.13,4005019047832214,Bank of Baroda
950,708,mastercard,20000,4848,2024-04-09,2024-05-09,Pending,0.24,2714256052038610,Punjab National Bank
951,708,visa,150000,5948,2024-07-14,2024-08-13,Pending,0.04,4971356231386270,Central Bank of India
952,1265,visa,100000,45442,2024-07-06,2024-08-05,Pending,0.45,4243995683962518,IDBI Bank
953,1265,visa,40000,12390,2024-09-15,2024-10-15,Paid,0.31,4746348474416025,HDFC
954,894,visa,150000,88048,2024-03-30,2024-04-29,Pending,0.59,4000114633247573,Bank of Maharashtra
955,894,mastercard,300000,171078,2024-01-13,2024-02-12,Pending,0.57,5256301444982732,Bank of Maharashtra
956,894,rupay,400000,277959,2024-09-09,2024-10-09,Overdue,0.69,6.26044E+13,Indian Bank
957,1048,visa,500000,160691,2024-01-28,2024-02-27,Paid,0.32,4241757441277296,IDFC First Bank
958,1048,visa,100000,48745,2024-03-01,2024-03-31,Pending,0.49,4729171933714082,ICICI
959,1114,visa,50000,18637,2024-01-27,2024-02-26,Pending,0.37,4675729066456625,Bank of Baroda
960,1114,visa,400000,280660,2024-09-12,2024-10-12,Pending,0.7,4487680992438153,Bank of Baroda
961,1431,visa,400000,363257,2024-08-25,2024-09-24,Overdue,0.91,4001360765772578,Punjab National Bank
962,1431,visa,30000,3831,2024-04-06,2024-05-06,Paid,0.13,4276843739117861,Canara Bank
963,1308,visa,100000,34132,2024-08-31,2024-09-30,Pending,0.34,4947292561508558,Bank of Baroda
964,522,visa,150000,9093,2024-01-07,2024-02-06,Overdue,0.06,4972488025262018,Canara Bank
965,522,mastercard,25000,12219,2024-01-06,2024-02-05,Pending,0.49,5584948524726570,Federal Bank
966,1182,visa,150000,79052,2024-08-06,2024-09-05,Paid,0.53,4716133759421098,HDFC
967,1182,mastercard,100000,19055,2024-04-05,2024-05-05,Pending,0.19,2294786910445217,Canara Bank
968,1182,discover,15000,12099,2024-05-25,2024-06-24,Overdue,0.81,6011880651060005,RBL Bank
969,1332,mastercard,300000,154956,2024-06-24,2024-07-24,Pending,0.52,2225578573315520,Indian Bank
970,1332,visa,500000,296344,2024-10-19,2024-11-18,Overdue,0.59,4701716849416776,IDBI Bank
971,4,mastercard,400000,58885,2024-04-03,2024-05-03,Overdue,0.15,2264404423478974,Bajaj Finserv
972,4,visa,25000,22216,2024-05-04,2024-06-03,Overdue,0.89,4702384565943520,Axis Bank
973,1065,mastercard,15000,6580,2024-02-22,2024-03-23,Overdue,0.44,2720223900094718,Yes Bank
974,1065,mastercard,50000,6060,2024-08-24,2024-09-23,Pending,0.12,2713424660206877,ICICI
975,1065,visa,200000,138001,2024-05-21,2024-06-20,Paid,0.69,4928738254994110,IDFC First Bank
976,404,visa,15000,1369,2024-03-26,2024-04-25,Overdue,0.09,4635428225707247,IDBI Bank
977,404,visa,150000,103395,2024-01-11,2024-02-10,Paid,0.69,4895401804576619,Bajaj Finserv
978,746,mastercard,200000,158617,2024-07-27,2024-08-26,Overdue,0.79,2248407363409454,ICICI
979,884,mastercard,75000,19391,2024-05-27,2024-06-26,Overdue,0.26,2720974474116986,Central Bank of India
980,884,mastercard,75000,48867,2024-02-14,2024-03-15,Paid,0.65,5576354046718429,Indian Bank
981,884,mastercard,50000,20190,2024-01-11,2024-02-10,Pending,0.4,2497714425781277,Federal Bank
982,144,visa,30000,23850,2024-03-07,2024-04-06,Pending,0.8,4833000700458636,Central Bank of India
983,144,mastercard,40000,10734,2024-08-19,2024-09-18,Overdue,0.27,2274313599029743,Central Bank of India
984,1339,mastercard,25000,19240,2024-05-26,2024-06-25,Overdue,0.77,2512963138200940,SBI
985,1106,visa,30000,9936,2024-10-08,2024-11-07,Pending,0.33,4853163410074708,RBL Bank
986,1106,mastercard,20000,19355,2024-02-01,2024-03-02,Pending,0.97,5160161816358118,SBI
987,1522,visa,75000,35825,2024-10-09,2024-11-08,Pending,0.48,4608933161349410,Bank of Baroda
988,1522,mastercard,400000,297751,2024-09-02,2024-10-02,Paid,0.74,2351356165927051,Kotak Mahindra
989,1522,discover,75000,37940,2024-10-05,2024-11-04,Overdue,0.51,6011629220432371,Bajaj Finserv
990,616,visa,40000,38352,2024-05-29,2024-06-28,Pending,0.96,4512873787937468,Bajaj Finserv
991,1039,mastercard,30000,879,2024-11-02,2024-12-02,Paid,0.03,5450081675533883,Punjab National Bank
992,1039,mastercard,40000,30968,2024-08-01,2024-08-31,Paid,0.77,2417159579350684,Indian Bank
993,1039,mastercard,25000,16118,2024-08-09,2024-09-08,Overdue,0.64,5181019078370533,Yes Bank
994,634,visa,20000,9083,2024-03-15,2024-04-14,Pending,0.45,4580945857224071,SBI
995,634,mastercard,200000,125956,2024-04-03,2024-05-03,Overdue,0.63,5187750604459788,Central Bank of India
996,837,mastercard,300000,249582,2024-06-20,2024-07-20,Overdue,0.83,2298991184207261,Axis Bank
997,837,mastercard,150000,4599,2024-06-26,2024-07-26,Pending,0.03,5390308075277560,Bank of Baroda
998,669,visa,25000,10475,2024-04-09,2024-05-09,Pending,0.42,4161154501381638,Punjab National Bank
999,1418,mastercard,25000,1733,2024-11-13,2024-12-13,Pending,0.07,5116920333718137,Bank of India
1000,606,mastercard,300000,186638,2024-03-24,2024-04-23,Paid,0.62,2668614832738055,Indian Bank
1001,606,mastercard,150000,20139,2024-08-01,2024-08-31,Overdue,0.13,2714832123548546,Kotak Mahindra
1002,261,visa,500000,49549,2024-04-30,2024-05-30,Overdue,0.1,4054438495732645,Bank of Baroda
1003,261,mastercard,50000,44890,2024-09-28,2024-10-28,Pending,0.9,2256158351340503,IDFC First Bank
1004,261,rupay,400000,360891,2024-07-12,2024-08-11,Pending,0.9,6.26845E+13,Bank of Maharashtra
1005,1475,mastercard,25000,422,2024-06-08,2024-07-08,Paid,0.02,2277268396766540,RBL Bank
1006,1475,mastercard,50000,31778,2024-01-10,2024-02-09,Pending,0.64,5123209914092786,Canara Bank
1007,862,visa,20000,7139,2024-02-21,2024-03-22,Paid,0.36,4846122635746029,RBL Bank
1008,862,visa,30000,26054,2024-06-05,2024-07-05,Overdue,0.87,4423309880680851,Andhra Bank
1009,1282,visa,75000,60357,2024-06-16,2024-07-16,Paid,0.8,4591194928612496,Axis Bank
1010,1282,visa,15000,7856,2024-04-05,2024-05-05,Pending,0.52,4764926973588175,Indian Bank
1011,357,mastercard,25000,14481,2024-10-18,2024-11-17,Overdue,0.58,5322163158720397,RBL Bank
1012,357,mastercard,25000,23261,2024-01-17,2024-02-16,Pending,0.93,2700700014673838,HDFC
1013,357,visa,30000,4217,2024-03-26,2024-04-25,Overdue,0.14,4447987638385345,Punjab National Bank
1014,617,visa,40000,8214,2024-10-15,2024-11-14,Paid,0.21,4983785101164274,Punjab National Bank
1015,617,visa,75000,14643,2024-04-07,2024-05-07,Paid,0.2,4990259156138790,HDFC
1016,617,mastercard,500000,226097,2024-01-07,2024-02-06,Paid,0.45,2244569348830304,Kotak Mahindra
1017,832,visa,15000,12993,2024-06-20,2024-07-20,Overdue,0.87,4980333525667508,RBL Bank
1018,832,visa,100000,15587,2024-07-23,2024-08-22,Pending,0.16,4675165090678779,ICICI
1019,1,visa,40000,673,2024-06-23,2024-07-23,Paid,0.02,4597884221466301,Axis Bank
1020,623,visa,200000,52435,2024-03-07,2024-04-06,Paid,0.26,4069586983474857,Bank of India
1021,623,visa,20000,4769,2024-03-22,2024-04-21,Overdue,0.24,4179832437909198,IDFC First Bank
1022,623,mastercard,50000,10522,2024-10-19,2024-11-18,Overdue,0.21,5285390648220309,Andhra Bank
1023,588,visa,150000,149483,2024-01-07,2024-02-06,Paid,1,4935212242594425,Axis Bank
1024,588,visa,150000,56884,2024-09-15,2024-10-15,Overdue,0.38,4828352660222586,Kotak Mahindra
1025,1156,mastercard,25000,24707,2024-07-17,2024-08-16,Overdue,0.99,5128024806511750,HDFC
1026,1156,visa,30000,16521,2024-03-18,2024-04-17,Overdue,0.55,4315239215422110,Bajaj Finserv
1027,1163,mastercard,400000,309005,2024-02-18,2024-03-19,Paid,0.77,2285056814128033,IDBI Bank
1028,1163,visa,25000,11626,2024-10-26,2024-11-25,Pending,0.47,4145551555821230,Central Bank of India
1029,660,visa,150000,59651,2024-03-12,2024-04-11,Pending,0.4,4297534317074294,Axis Bank
1030,953,mastercard,20000,15266,2024-02-26,2024-03-27,Paid,0.76,2238482353741630,RBL Bank
1031,953,visa,100000,99912,2024-02-17,2024-03-18,Pending,1,4165674664588287,Indian Bank
1032,953,rupay,400000,21290,2024-09-06,2024-10-06,Paid,0.05,6.26426E+13,Axis Bank
1033,1176,mastercard,40000,29946,2024-05-15,2024-06-14,Overdue,0.75,5459673545792367,Indian Bank
1034,1176,mastercard,30000,18150,2024-09-30,2024-10-30,Pending,0.6,5565793855422743,Indian Bank
1035,906,mastercard,30000,28074,2024-08-13,2024-09-12,Paid,0.94,2540050338025297,Bajaj Finserv
1036,906,mastercard,25000,418,2024-09-08,2024-10-08,Overdue,0.02,2224263426297305,Bajaj Finserv
1037,906,visa,75000,57417,2024-08-27,2024-09-26,Overdue,0.77,4964716955329864,SBI
1038,1550,visa,25000,12937,2024-03-12,2024-04-11,Pending,0.52,4317401147369482,Bank of Maharashtra
1039,1550,visa,400000,88459,2024-03-04,2024-04-03,Paid,0.22,4341662768919620,Bank of India
1040,1047,visa,50000,13124,2024-07-28,2024-08-27,Overdue,0.26,4316625459376294,Union Bank of India
1041,1047,visa,30000,27463,2024-05-17,2024-06-16,Pending,0.92,4068367398601835,Bajaj Finserv
1042,970,mastercard,500000,374076,2024-07-31,2024-08-30,Overdue,0.75,2271666004502072,Bank of Maharashtra
1043,970,mastercard,500000,413921,2024-09-08,2024-10-08,Overdue,0.83,2373277379115784,Union Bank of India
1044,970,mastercard,100000,87382,2024-03-19,2024-04-18,Overdue,0.87,2720652226960675,Union Bank of India
1045,348,mastercard,150000,73109,2024-03-19,2024-04-18,Paid,0.49,2541923529181849,IDBI Bank
1046,174,visa,20000,8214,2024-09-10,2024-10-10,Pending,0.41,4247503374816161,Bajaj Finserv
1047,582,visa,300000,70573,2024-08-01,2024-08-31,Paid,0.24,4239993957605190,Axis Bank
1048,582,visa,20000,16322,2024-01-16,2024-02-15,Overdue,0.82,4017390881580300,HDFC
1049,582,visa,75000,42854,2024-10-02,2024-11-01,Paid,0.57,4092819938358045,Indian Bank
1050,1056,visa,500000,40117,2024-06-21,2024-07-21,Overdue,0.08,4758845903624124,RBL Bank
1051,1056,mastercard,500000,244329,2024-03-18,2024-04-17,Paid,0.49,2296362089928041,Indian Bank
1052,1056,rupay,100000,64258,2024-03-27,2024-04-26,Overdue,0.64,6.26938E+13,Canara Bank
1053,687,visa,500000,16566,2024-01-22,2024-02-21,Pending,0.03,4776613628355509,Axis Bank
1054,687,mastercard,100000,41229,2024-10-29,2024-11-28,Pending,0.41,2294016892434140,IDBI Bank
1055,1292,mastercard,15000,538,2024-04-18,2024-05-18,Paid,0.04,2703402954663922,Federal Bank
1056,1292,mastercard,400000,86058,2024-11-06,2024-12-06,Pending,0.22,2720253216981274,Central Bank of India
1057,1250,visa,40000,25498,2024-04-30,2024-05-30,Pending,0.64,4633920336195082,Axis Bank
1058,1250,mastercard,300000,290342,2024-04-16,2024-05-16,Overdue,0.97,2456854687629704,Federal Bank
1059,1250,rupay,100000,62378,2024-02-23,2024-03-24,Overdue,0.62,6.22755E+13,RBL Bank
1060,636,visa,75000,34523,2024-06-04,2024-07-04,Pending,0.46,4326021170369792,Bank of Maharashtra
